Identifier,IdentityScore,EAScore,UWScore,Owner_Verified_Components,Owner_Negatively_Verified_Components,Owner_Phone_1_to_Name_Linkage,Owner_Phone_1_to_First_Name_Linkage,Owner_Address_to_Phone_1_Linkage,Owner_Email_to_Phone_1_Linkage,Owner_Prepaid_Phone_Attribute,Owner_Business_Phone_Indicator,Owner_Phone_InService_Indicator,Owner_Phone_Type_Indicator,Owner_Service_Discontinued_Indicator,Owner_Recent_Phone_Usage_Past_2_months,Owner_Phone_Usage_Past_12_months,Owner_Phone_Carrier,Owner_Parent_Phone_Carrier,Owner_Technology_Indicator,Owner_VoIP_Indicator,Owner_MVNO_Indicator,Fraud
1003869,377,NA,1.117,2,8,2,-1,-1,0,N,U,A7,W,0,3,3,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1003870,417,89,0.06,5,8,1,1,-2,0,N,B,A7,L,0,2,3,Comcast Phone,Comcast,Wireline,3,,0
1003871,470,500,4.634,5,7,2,2,-1,0,Y,U,A3,W,7,0,1,Cingular Wireless,AT&T,Wireless,,N,1
1003872,649,500,43.177,8,5,-1,-1,-1,0,N,U,A7,W,0,3,4,Sprint PCS,Sprint Nextel,Wireless,,N,0
1003873,328,50,0.896,1,8,2,2,2,1,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1003874,480,500,1.1,2,8,1,1,1,-2,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1003875,695,48,11.928,2,6,2,-1,2,-1,N,B,A5,L,0,1,2,Vonage Network Inc,Vonage,VOIP Other,1,,0
1003876,280,92,0.181,5,8,2,2,-1,0,N,U,A7,W,0,1,3,Cingular Wireless,AT&T,Wireless,,N,0
1003877,769,254,3.764,8,5,-1,-1,0,0,N,U,I2,L,0,0,1,PAETEC,Windstream,Wireline,2,,0
1003878,625,500,5.245,7,5,-1,-1,1,-2,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1003879,641,500,13.548,7,5,-1,1,-1,0,N,U,I1,L,0,0,1,BANDWIDTH.COM,Bandwidth.com,Wireline,2,,1
1003880,645,89,3.867,6,5,-1,-1,2,-1,N,U,A7,W,0,2,3,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1003881,331,243,0.597,5,7,2,2,-1,0,N,U,A7,W,0,2,4,Cingular Wireless,AT&T,Wireless,,N,0
1003882,332,500,0.644,2,8,2,1,2,-2,N,B,A7,W,0,2,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1003883,359,904,1.941,2,8,2,-2,1,-2,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1003884,565,NA,9.31,2,8,2,2,1,-2,N,U,A7,L,0,3,4,Time Warner Cable - NSR,Charter Communications,Wireline,3,,0
1003885,606,92,2.58,2,5,2,2,1,0,N,U,A7,W,0,1,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1003886,382,500,1.632,2,8,2,1,2,0,N,U,A7,W,0,2,3,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1003887,560,248,2.657,2,8,2,1,-1,0,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1003888,534,272,1.702,5,5,-1,-1,-1,-2,Y,U,A7,W,0,3,3,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1003889,510,180,1.175,5,7,2,1,-1,0,N,U,U,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1003890,422,87,0.577,2,5,2,-1,1,0,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1003891,447,198,1.102,2,8,1,1,2,0,N,B,A7,W,0,1,3,Cingular Wireless,AT&T,Wireless,,N,0
1003892,430,500,1.519,2,8,2,-2,-1,0,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1003893,845,500,19.656,7,5,-1,-1,2,0,N,B,A5,L,0,1,2,Verizon,Verizon,Wireline,3,,0
1003894,419,91,0.717,8,5,-1,-1,-2,0,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1003895,427,89,0.944,1,8,2,-1,2,-1,N,U,A7,W,0,1,2,Sprint PCS,Sprint Nextel,Wireless,,N,0
1003896,472,71,2.866,1,8,2,2,1,-1,N,U,A7,W,0,2,2,Cingular Wireless,AT&T,Wireless,,N,0
1003897,451,160,0.346,7,3,-1,2,-1,0,N,U,A3,L,0,1,1,YMAX Communications,Ymax Communications,Wireline,1,,0
1003898,357,500,1.353,2,8,2,2,1,0,N,U,A7,W,0,2,4,Cingular Wireless,AT&T,Wireless,,N,0
1003899,387,500,1.907,2,8,2,1,-1,0,N,U,A7,W,0,2,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1003900,539,248,7.702,5,8,2,-1,-1,0,N,U,A7,W,0,3,4,Cingular Wireless,AT&T,Wireless,,N,0
1003901,581,50,2.535,6,8,-2,-2,-2,-2,,,,,NA,NA,NA,,,,,,0
1003902,405,158,0.453,7,5,-1,1,-1,0,N,U,A7,W,0,2,3,Sprint PCS,Sprint Nextel,Wireless,,N,0
1003903,835,500,62.871,7,5,-1,2,-1,0,N,U,A7,W,7,1,4,Cingular Wireless,AT&T,Wireless,,N,1
1003904,639,121,0.234,2,6,2,-1,-1,-1,N,B,A7,L,0,2,3,BellSouth,AT&T,Wireline,3,,0
1003905,710,185,5.085,2,5,2,2,2,0,N,B,A7,W,0,2,3,T-Mobile US-TSI,T-Mobile,Wireless,,N,1
1003906,598,128,3.458,2,6,2,1,2,-1,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1003907,428,140,0.687,2,8,2,2,2,0,N,U,A7,W,0,3,4,Cingular Wireless,AT&T,Wireless,,N,0
1003908,536,500,3.344,5,8,2,2,-1,0,N,U,A7,W,7,3,5,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1003909,418,87,0.468,2,8,1,1,2,-2,N,U,A7,W,0,2,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1003910,403,78,1.743,1,8,2,1,-1,1,N,U,A7,W,0,2,3,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1003911,608,500,0.795,8,2,-1,-1,1,0,N,B,A7,L,0,1,4,Comcast Phone,Comcast,Wireline,3,,0
1003912,522,74,0.384,2,6,2,2,-1,0,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1003913,477,79,0.053,6,5,-1,2,1,0,N,B,A7,L,0,2,4,Comcast Phone GA,Comcast,Wireline,3,,0
1003914,428,500,2.505,2,8,2,-2,2,0,N,U,A7,W,0,2,3,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1003915,469,203,0.618,2,8,1,1,-1,0,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1003916,460,208,3.229,2,3,2,1,2,-1,N,U,A7,W,0,2,4,Sprint PCS,Sprint Nextel,Wireless,,N,0
1003917,498,904,6.495,7,5,-1,-1,-1,0,N,U,A7,W,0,3,4,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1003918,579,82,6.072,1,8,2,2,-1,1,N,U,A7,W,0,3,4,Cingular Wireless,AT&T,Wireless,,N,0
1003919,372,50,1.798,1,8,2,1,2,1,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1003920,439,500,2.194,2,8,2,2,2,0,N,U,A7,W,0,2,4,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1003921,852,500,42.487,7,5,-1,-1,-1,0,N,B,A6,L,0,1,3,RCLEC- NSR,RingCentral,Wireline,2,,0
1003922,731,500,21.116,2,8,2,2,-1,0,N,U,A7,W,0,2,3,Sprint PCS,Sprint Nextel,Wireless,,N,0
1003923,387,93,0.405,2,6,2,2,-1,-1,N,U,A7,W,0,2,3,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1003924,430,178,1.078,2,8,2,-1,-1,0,N,U,U,L,0,2,3,Vonage Network Inc,Vonage,VOIP Other,1,,0
1003925,544,50,0.746,1,8,1,1,-1,-1,N,U,A7,L,0,4,5,Charter Fiber - NSR,Charter Communications,Wireline,3,,0
1003926,549,135,1.543,2,8,1,-1,1,0,N,U,I1,L,0,0,1,BANDWIDTH.COM,Bandwidth.com,Wireline,1,,0
1003927,369,147,1.505,2,8,1,1,2,0,N,U,A7,W,0,2,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1003928,358,500,0.598,2,8,2,1,2,0,N,U,A7,W,0,2,4,Sprint PCS,Sprint Nextel,Wireless,,N,0
1003929,535,464,2.009,2,8,2,1,2,0,N,B,A7,W,0,3,5,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1003930,558,290,1.695,2,6,2,1,-1,-1,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1003931,329,904,0.566,7,5,-1,-1,-1,-2,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1003932,521,71,1.481,8,1,-1,-1,-1,-1,N,B,A7,L,0,2,3,CITIZENS TELEPHONE COOPERATIVE,,,3,,0
1003933,462,128,1.254,7,5,-1,1,-1,0,N,U,A7,W,0,3,4,Cingular Wireless,AT&T,Wireless,,N,0
1003934,528,254,0.882,2,8,2,1,-1,-2,N,U,A7,W,7,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1003935,438,500,1.613,2,8,2,1,2,0,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1003936,414,500,1.347,2,8,2,2,-1,0,N,U,A7,W,0,1,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1003937,558,500,9.713,7,5,-1,-1,-1,0,N,U,A2,L,0,1,2,BANDWIDTH.COM,Bandwidth.com,Wireline,2,,1
1003938,481,128,3.505,1,8,2,-1,2,-1,N,U,A7,W,1,3,4,Sprint PCS,Sprint Nextel,Wireless,,N,0
1003939,468,500,10.25,7,5,-1,-1,2,0,N,B,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1003940,392,64,0.633,2,6,2,1,2,-1,N,B,A7,L,0,1,4,BellSouth,AT&T,Wireline,3,,0
1003941,473,220,1.069,2,6,2,1,2,-1,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1003942,650,500,10.613,2,8,2,1,-1,0,N,U,A7,W,0,3,4,Cingular Wireless,AT&T,Wireless,,N,0
1003943,531,500,2.52,2,8,2,2,-1,0,N,U,A7,W,0,3,4,Cingular Wireless,AT&T,Wireless,,N,0
1003944,398,81,1.395,1,8,1,-1,-1,-1,N,B,A7,W,4,0,2,Cingular Wireless,AT&T,Wireless,,N,0
1003945,295,75,0.34,1,8,2,-2,-1,1,N,U,A7,W,0,2,3,Sprint PCS,Sprint Nextel,Wireless,,N,0
1003946,605,242,1.386,7,3,-1,2,-1,0,N,B,A7,U,0,0,0,,,,,,0
1003947,485,50,0.776,2,5,-1,1,-1,-2,N,U,A7,W,0,3,4,Cingular Wireless,AT&T,Wireless,,N,0
1003948,507,500,2.475,2,8,1,1,-1,-2,N,B,A1,L,0,0,1,BANDWIDTH.COM,Bandwidth.com,Wireline,1,,0
1003949,384,260,0.285,2,8,2,2,2,-2,N,U,A7,W,0,3,4,Cingular Wireless,AT&T,Wireless,,N,0
1003950,557,254,2.178,2,8,2,2,1,-2,N,U,A7,L,0,3,4,Verizon,Verizon,Wireline,3,,0
1003951,465,500,1.809,2,8,2,-2,1,-2,N,U,A7,W,0,2,4,Cingular Wireless,AT&T,Wireless,,N,0
1003952,340,75,0.271,2,5,2,-2,1,0,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1003953,547,76,4.617,1,8,1,1,1,1,N,B,A7,L,0,2,3,Time Warner Cable - NSR,Charter Communications,Wireline,3,,0
1003954,549,109,1.756,3,7,2,1,-1,1,Y,U,A7,W,0,2,4,Cingular Wireless,AT&T,Wireless,,Y,0
1003955,329,72,0.388,1,8,2,1,2,1,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1003956,466,500,5.23,2,8,2,2,2,0,N,U,A7,W,0,1,3,Cingular Wireless,AT&T,Wireless,,N,0
1003957,432,82,2.186,5,8,2,1,-2,0,N,U,A7,W,0,3,5,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1003958,322,500,1.283,2,8,2,-2,1,0,N,U,A7,W,0,2,4,Cingular Wireless,AT&T,Wireless,,N,0
1003959,564,500,2.066,7,5,-1,-1,1,0,N,U,A5,L,0,1,2,Qwest Communications,CenturyLink,Wireline,3,,1
1003960,482,NA,1.934,2,8,2,1,2,-2,N,U,A7,W,0,3,4,Sprint PCS,Sprint Nextel,Wireless,,N,0
1003961,638,66,1.865,2,8,2,1,2,-2,N,U,A6,W,0,1,2,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1003962,546,259,1.965,5,7,2,2,-1,0,N,B,A7,W,0,2,4,Cingular Wireless,AT&T,Wireless,,N,0
1003963,391,136,0.469,8,7,0,0,-1,0,N,U,A6,W,7,3,3,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1003964,514,97,31.106,2,8,2,-2,-1,-1,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1003965,452,91,1.032,1,8,1,-1,1,-1,N,U,A7,W,0,3,4,Cingular Wireless,AT&T,Wireless,,N,0
1003966,454,86,2.147,1,8,2,1,2,-1,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1003967,563,71,0.906,2,8,2,-2,1,0,N,B,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1003968,645,904,17.561,5,7,2,1,-1,0,N,U,A7,W,0,1,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1003969,514,88,1.242,2,8,2,1,2,0,N,U,A7,W,0,3,5,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1003970,592,500,16.116,7,5,-1,1,-1,0,N,U,I1,L,0,0,1,BANDWIDTH.COM,Bandwidth.com,Wireline,2,,0
1003971,498,500,4.335,2,8,2,-2,-1,0,N,U,A7,W,0,3,4,Cingular Wireless,AT&T,Wireless,,N,0
1003972,396,116,1.655,2,8,2,1,2,0,N,B,A7,W,0,2,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1003973,362,500,0.924,2,8,2,2,-1,0,Y,U,A1,W,0,2,4,Metro PCS Comm - NSR,T-Mobile,Wireless,,N,0
1003974,439,461,1.479,5,2,1,1,2,0,N,U,A7,W,7,2,3,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1003975,448,83,2.263,1,8,2,-1,2,1,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1003976,430,500,2.627,5,7,2,1,-1,0,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1003977,403,904,2.899,2,5,-1,2,-1,-2,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1003978,365,94,0.11,7,5,-1,2,2,0,N,U,A7,W,7,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1003979,488,904,4.757,2,8,2,1,2,0,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1003980,479,191,0.926,2,8,2,-1,1,-2,N,B,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1003981,345,274,0.462,5,7,2,2,-1,0,N,U,A7,W,0,2,4,Sprint PCS,Sprint Nextel,Wireless,,N,0
1003982,316,230,0.358,2,8,2,-1,-1,0,N,U,A7,W,0,3,4,Metro PCS Comm - NSR,T-Mobile,Wireless,,N,0
1003983,381,500,0.397,5,7,1,1,-1,0,N,U,A7,W,0,2,4,Sprint PCS,Sprint Nextel,Wireless,,N,0
1003984,418,500,1.233,2,8,2,-1,2,-2,N,U,A7,W,0,2,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1003985,349,206,0.102,2,8,2,2,1,0,N,U,A7,W,7,2,4,Sprint PCS,Sprint Nextel,Wireless,,N,0
1003986,369,224,0.475,2,8,2,1,2,0,N,U,A7,W,7,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1003987,403,96,0.466,2,8,2,1,2,0,N,U,A7,W,0,3,4,Sprint PCS,Sprint Nextel,Wireless,,N,0
1003988,381,500,1.62,2,8,2,1,2,0,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1003989,483,500,1.507,2,5,2,2,-1,0,N,U,A7,W,0,2,3,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1003990,430,246,0.823,5,2,2,1,-1,-2,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1003991,620,86,1.143,8,3,-1,-1,-2,1,N,B,A7,L,0,2,4,Cox Communications,Cox,Wireline,3,,0
1003992,569,500,3.796,7,5,-1,2,-1,-2,N,B,A7,L,0,2,3,Level 3-SVR,CenturyLink,Wireline,2,,0
1003993,388,127,0.369,2,5,2,2,1,0,N,B,A7,W,0,1,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1003994,399,904,1.465,2,8,2,2,1,-2,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1003995,434,500,2.706,2,8,2,-1,2,0,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1003996,435,500,1.401,2,8,2,1,2,-2,N,U,A7,W,0,2,4,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1003997,491,80,3.184,1,8,2,1,2,-1,N,U,A7,W,0,1,2,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1003998,529,84,1.174,2,8,1,-1,2,0,N,U,A7,W,0,3,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1003999,671,500,11.832,8,2,-1,-1,-1,0,N,U,A7,W,7,3,3,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1004000,366,50,0.083,6,5,-1,-1,-1,-1,N,B,A7,L,0,1,2,Comcast Phone FL,Comcast,Wireline,3,,0
1004001,312,128,0.391,2,8,2,2,1,0,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1004002,247,92,0.171,2,8,2,1,2,0,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1004003,638,50,8.334,1,8,2,1,2,-1,N,U,A7,W,0,3,4,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1004004,505,500,9.762,2,8,2,-1,2,0,N,U,A4,W,5,1,2,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1004005,476,500,2.143,2,5,2,2,-1,-2,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1004006,300,89,0.209,1,8,2,1,2,1,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1004007,458,904,4.344,2,8,2,-2,-1,0,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1004008,401,500,1.084,2,8,2,1,2,0,N,U,A7,W,0,3,4,Sprint PCS,Sprint Nextel,Wireless,,N,0
1004009,456,500,1.846,2,8,2,2,1,-2,N,U,A7,W,0,4,5,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1004010,492,289,2.52,2,8,1,1,-1,0,Y,U,A7,W,0,3,3,Cingular Wireless,AT&T,Wireless,,N,0
1004011,775,73,6.455,6,4,-1,-1,-1,-1,N,B,A7,L,0,2,3,Ellerbe Telephone Company-JSI,Ellerbe Telephone Company,Wireline,3,,0
1004012,466,97,0.363,1,8,2,2,1,1,Y,U,A7,W,0,3,4,Metro PCS Comm - NSR,T-Mobile,Wireless,,N,0
1004013,442,95,0.22,7,5,-1,2,1,-2,N,B,U,L,0,1,1,Qwest Communications,CenturyLink,Wireline,3,,0
1004014,494,75,2.816,2,6,2,1,2,-1,N,U,A7,W,0,3,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1004015,365,500,1.203,2,8,2,-1,1,0,N,U,A7,W,0,2,3,Sprint PCS,Sprint Nextel,Wireless,,N,0
1004016,381,500,1.62,2,8,2,1,-1,0,N,U,A7,W,0,2,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1004017,720,50,3.61,7,3,-1,2,2,-1,N,U,A7,W,0,2,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1004018,602,167,2.201,8,2,-1,-1,-1,0,N,U,A7,L,0,3,4,Level 3-SVR,CenturyLink,Wireline,2,,0
1004019,412,96,1.197,5,8,2,2,-2,0,N,U,A7,W,0,2,4,Cingular Wireless,AT&T,Wireless,,N,0
1004020,622,175,1.041,5,8,2,-1,-2,0,N,U,A7,W,0,3,4,Sprint PCS,Sprint Nextel,Wireless,,N,0
1004021,642,84,1.066,6,2,-1,-1,2,-1,N,B,A7,L,0,3,4,Comcast Phone,Comcast,Wireline,3,,0
1004022,352,68,0.368,7,5,-1,-1,-1,0,N,U,A7,W,0,2,4,Cingular Wireless,AT&T,Wireless,,N,0
1004023,374,88,0.527,1,8,2,1,-1,1,N,U,A6,W,0,2,3,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1004024,384,904,2.518,2,8,2,1,2,0,N,U,A7,W,0,4,5,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1004025,412,500,1.283,2,8,2,1,2,0,N,U,A7,W,3,0,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1004026,513,500,4.441,5,8,2,-1,-2,0,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1004027,385,500,1.879,2,8,2,1,2,0,N,C,A7,L,0,2,3,Level 3-SVR,CenturyLink,Wireline,2,,0
1004028,748,500,13.38,5,7,1,1,2,-1,N,B,I1,L,0,1,3,Comcast Phone,Comcast,Wireline,3,,0
1004029,445,500,3.093,2,8,2,2,1,0,N,U,A7,W,7,3,4,Cingular Wireless,AT&T,Wireless,,N,0
1004030,486,500,3.345,2,8,2,2,-1,0,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1004031,309,50,0.356,3,7,1,1,-1,-1,N,U,A7,W,7,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1004032,439,268,0.187,2,8,2,2,-1,0,N,U,A7,W,0,2,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1004033,574,239,7.176,7,5,-1,1,-1,0,N,U,A7,W,0,3,5,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1004034,495,85,1.582,1,8,2,-1,2,-1,N,U,U,W,1,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1004035,548,707,2.156,2,8,1,1,1,-2,N,B,A7,L,0,4,5,Comcast Phone,Comcast,Wireline,3,,0
1004036,491,246,1.529,5,8,2,-1,-2,0,N,U,A7,W,0,3,4,Cingular Wireless,AT&T,Wireless,,N,0
1004037,403,500,1.24,2,8,2,-1,2,0,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1004038,529,95,1.138,2,8,2,-1,1,-2,Y,U,A7,W,0,2,4,Metro PCS Comm - NSR,T-Mobile,Wireless,,N,0
1004039,576,500,3.359,5,7,2,-1,-1,-2,Y,U,A7,W,0,2,4,USCC - SVR,US Cellular,Wireless,,N,0
1004040,366,238,0.857,2,8,1,1,1,0,N,U,A7,W,0,0,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1004041,370,230,1.616,2,8,2,2,-1,0,N,U,A7,W,0,2,4,Cingular Wireless,AT&T,Wireless,,N,0
1004042,493,500,4.047,5,7,2,-2,-1,0,N,U,A7,W,0,2,4,Cingular Wireless,AT&T,Wireless,,N,0
1004043,472,191,0.878,2,8,2,1,2,-2,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1004044,445,248,0.676,2,8,2,-2,1,0,N,U,A7,W,0,3,4,Cingular Wireless,AT&T,Wireless,,N,0
1004045,605,500,7.091,7,5,-1,-1,-1,0,N,U,I2,L,0,0,1,NeutralTandem-NSR,Onvoy,Wireline,3,,1
1004046,509,500,2.707,2,5,2,-1,-1,0,N,U,A7,W,0,2,3,Sprint PCS,Sprint Nextel,Wireless,,N,0
1004047,485,194,1.027,2,8,2,2,1,0,N,U,A7,W,0,2,4,Cingular Wireless,AT&T,Wireless,,N,0
1004048,438,500,2.788,2,8,2,1,2,0,N,U,A7,W,0,3,5,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1004049,642,162,1.143,7,4,-1,2,2,0,N,B,A7,L,0,3,4,Frontier Rochester- SVR,Frontier Communications,Wireline,3,,0
1004050,404,96,0.818,2,8,2,1,2,0,N,B,A7,W,0,3,5,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1004051,583,701,6.89,7,5,-1,2,-1,-2,N,U,A3,L,0,3,4,Comcast Phone,Comcast,Wireline,3,,0
1004052,446,93,0.247,8,2,-1,-1,-1,0,N,U,A7,W,0,3,4,Sprint PCS,Sprint Nextel,Wireless,,N,0
1004053,408,93,0.44,2,8,2,2,-1,0,N,U,A6,L,0,2,3,NeutralTandem-NSR,Onvoy,Wireline,2,,0
1004054,587,500,4.461,7,8,0,0,-1,-2,N,U,A7,L,0,1,3,BANDWIDTH.COM,Bandwidth.com,Wireline,1,,0
1004055,400,500,1.212,2,8,2,2,1,-2,N,U,A7,W,0,3,4,Cingular Wireless,AT&T,Wireless,,N,0
1004056,513,456,0.815,8,2,-1,-1,1,-1,N,B,A7,L,0,3,3,BANDWIDTH.COM,Bandwidth.com,Wireline,2,,0
1004057,391,131,0.781,1,8,2,1,2,-1,N,U,A7,W,0,3,5,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1004058,699,265,6.326,8,5,-1,-1,-1,-1,N,B,A7,L,0,4,5,Broadview Networks,Windstream,Wireline,3,,0
1004059,523,995,9.499,3,7,2,-1,-1,1,N,B,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1004060,348,111,0.214,2,8,2,1,2,0,N,U,A3,W,0,3,3,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1004061,548,98,0.86,1,8,2,1,2,-1,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1004062,432,500,1.542,2,8,2,-1,2,-2,N,U,A7,W,0,1,2,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1004063,421,904,1.901,2,5,2,2,1,0,N,U,A7,W,0,3,4,Cingular Wireless,AT&T,Wireless,,N,0
1004064,328,218,0.598,2,6,2,-1,2,-1,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1004065,546,500,6.133,2,5,2,1,1,0,N,U,A7,W,0,1,3,Sprint PCS,Sprint Nextel,Wireless,,N,0
1004066,400,200,1.021,2,8,1,1,2,0,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1004067,350,182,1.685,2,8,2,1,2,0,N,U,A7,W,7,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1004068,527,500,5.182,2,5,2,1,-1,0,Y,U,A7,W,7,3,4,Sprint PCS,Sprint Nextel,Wireless,,N,0
1004069,342,500,0.782,2,8,2,1,2,-2,N,U,A7,W,0,2,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1004070,671,131,1.687,7,5,-1,2,-1,0,N,B,A7,L,0,2,3,NeutralTandem-NSR,Onvoy,Wireline,2,,0
1004071,442,500,2.243,2,8,2,-2,1,0,N,U,A7,W,0,2,4,Cingular Wireless,AT&T,Wireless,,N,0
1004072,419,216,0.817,7,8,0,0,-1,0,N,U,A7,W,0,2,4,Cingular Wireless,AT&T,Wireless,,N,0
